"PRODUCTID","OK_ID_TIERS","ERP_ID_TIERS","ERP_ID_TIERS_QUALIAC","ROLE"
"RCB_TIE000000256071","WFRE02493445","109853","109853","C"
"RCB_TIE000000256069","","109967","109967","C"
"RCB_TIE000000256073","","109927","109927","C"
"RCB_TIE000000256072","WFRE00198326","109896","109896","C"
"RCB_TIE000000256070","","109943","109943","C"
"RCB_TIE000000256074","","109953","109953","C"
"RCB_TIE000000256075","","109961","109961","C"
"RCB_TIE000000256076","","109951","109951","C"
"RCB_TIE000000256078","WFRE00197541","109909","109909","C"
"RCB_TIE000000256077","WFRE02288450","109902","109902","C"
"RCB_TIE000000256079","WFRE01375788","109932","109932","C"
"RCB_TIE000000256080","WFRE00338526","109855","109855","C"
"RCB_TIE000000256081","WFRE00032427","109995","109995","C"
"RCB_TIE000000256082","","109868","109868","C"
"RCB_TIE000000256084","WFRE07921276","109925","109925","C"
"RCB_TIE000000256083","WFRE00039712","109874","109874","C"
"RCB_TIE000000256085","WFRE03303082","109922","109922","C"
"RCB_TIE000000256086","","109859","109859","C"
"RCB_TIE000000256087","","109904","109904","C"
"RCB_TIE000000256088","WFRE06959145","110028","110028","C"
"RCB_TIE000000256089","","110070","110070","C"
"RCB_TIE000000256090","WFRE00059937","109908","109908","C"
"RCB_TIE000000256092","WFRE05557166","109933","109933","C"
"RCB_TIE000000256091","","109885","109885","C"
"RCB_TIE000000256093","","109929","109929","C"
"RCB_TIE000000256094","WFRE07608382","110057","110057","C"
"RCB_TIE000000256095","","109990","109990","C"
"RCB_TIE000000256096","","109982","109982","C"
"RCB_TIE000000256097","","109971","109971","C"
"RCB_TIE000000256098","","109976","109976","C"
"RCB_TIE000000256099","","109912","109912","C"
"RCB_TIE000000256101","WFRE08443570","110020","110020","C"
"RCB_TIE000000256103","WFRE06588502","110040","110040","C"
"RCB_TIE000000256100","","109918","109918","C"
"RCB_TIE000000256105","WFRE00037700","109968","109968","C"
"RCB_TIE000000256104","","109974","109974","C"
"RCB_TIE000000256107","WFRE02889157","109928","109928","C"
"RCB_TIE000000256109","WFRE07360362","109948","109948","C"
"RCB_TIE000000256108","","110078","110078","C"
"RCB_TIE000000256106","","109944","109944","C"
"RCB_TIE000000256111","WFRE02771617","109962","109962","C"
"RCB_TIE000000256112","WFRE02565822","110087","110087","C"
"RCB_TIE000000256113","WFRE04039410","109957","109957","C"
"RCB_TIE000000256110","","109954","109954","C"
"RCB_TIE000000256114","WFRE08022253","109940","109940","C"
"RCB_TIE000000256117","","109985","109985","C"
"RCB_TIE000000256116","","109996","109996","C"
"RCB_TIE000000256115","","110051","110051","C"
"RCB_TIE000000256118","WFRE01597201","110118","110118","C"
"RCB_TIE000000256119","","109952","109952","C"
"RCB_TIE000000256120","WFRE04115426","109910","109910","C"
"RCB_TIE000000256121","","110110","110110","C"
"RCB_TIE000000256122","WFRE00035721","110075","110075","C"
"RCB_TIE000000256124","WFRE02577904","109983","109983","C"
"RCB_TIE000000256125","","109926","109926","C"
"RCB_TIE000000256126","WFRE00067198","109956","109956","C"
"RCB_TIE000000256127","","109980","109980","C"
"RCB_TIE000000256123","","109963","109963","C"
"RCB_TIE000000256128","","110029","110029","C"
"RCB_TIE000000256129","","109930","109930","C"
"RCB_TIE000000256131","WFRE02350642","110058","110058","C"
"RCB_TIE000000256130","WFRE00044964","110099","110099","C"
"RCB_TIE000000256133","WFRE05161565","110165","110165","C"
"RCB_TIE000000256132","","109987","109987","C"
"RCB_TIE000000256134","WFRE05161983","110127","110127","C"
"RCB_TIE000000256137","","109934","109934","C"
"RCB_TIE000000256135","","109977","109977","C"
"RCB_TIE000000256139","","110041","110041","C"
"RCB_TIE000000256138","WFRE08241349","110025","110025","C"
"RCB_TIE000000256140","","109975","109975","C"
"RCB_TIE000000256141","","110143","110143","C"
"RCB_TIE000000256136","","110017","110017","C"
"RCB_TIE000000256142","WFRE05871180","110035","110035","C"
"RCB_TIE000000256143","WFRE09410378","110079","110079","C"
"RCB_TIE000000256144","WFRE01872918","110008","110008","C"
"RCB_TIE000000256145","WFRE01150506","110003","110003","C"
"RCB_TIE000000256149","","110038","110038","C"
"RCB_TIE000000256147","","110154","110154","C"
"RCB_TIE000000256150","","110001","110001","C"
"RCB_TIE000000256146","","110088","110088","C"
"RCB_TIE000000256152","","110179","110179","C"
"RCB_TIE000000256148","WFRE02614040","109958","109958","C"
"RCB_TIE000000256151","","109986","109986","C"
"RCB_TIE000000256153","","110052","110052","C"
"RCB_TIE000000256154","","109997","109997","C"
"RCB_TIE000000256155","WFRE03061870","110119","110119","C"
"RCB_TIE000000256156","","110076","110076","C"
"RCB_TIE000000256157","","110015","110015","C"
"RCB_TIE000000256159","","110173","110173","C"
"RCB_TIE000000256158","","110111","110111","C"
"RCB_TIE000000256161","","109993","109993","C"
"RCB_TIE000000256160","","109984","109984","C"
"RCB_TIE000000256163","WFRE00017384","109992","109992","C"
"RCB_TIE000000256162","","110205","110205","C"
"RCB_TIE000000256165","","109973","109973","C"
"RCB_TIE000000256164","","109964","109964","C"
"RCB_TIE000000256167","","110240","110240","C"
"RCB_TIE000000256166","WFRE03553014","110274","110274","C"
"RCB_TIE000000256168","WFRE00338544","110030","110030","C"
"RCB_TIE000000256172","WFRE02674394","110167","110167","C"
"RCB_TIE000000256171","WFRE07811227","110100","110100","C"
"RCB_TIE000000256173","","110129","110129","C"
"RCB_TIE000000256169","","110067","110067","C"
"RCB_TIE000000256170","","110220","110220","C"
"RCB_TIE000000256174","WFRE00023442","110234","110234","C"
"RCB_TIE000000256176","WFRE04390678","110026","110026","C"
"RCB_TIE000000256177","WFRE07917598","110044","110044","C"
"RCB_TIE000000256179","","110014","110014","C"
"RCB_TIE000000256183","WFRE09600395","110037","110037","C"
"RCB_TIE000000256184","WFRE00053566","110019","110019","C"
"RCB_TIE000000256180","","110144","110144","C"
"RCB_TIE000000256181","WFRE00027745","110080","110080","C"
"RCB_TIE000000256182","","110004","110004","C"
"RCB_TIE000000256185","","110039","110039","C"
"RCB_TIE000000256175","","110215","110215","C"
"RCB_TIE000000256178","WFRE06862303","110252","110252","C"
"RCB_TIE000000256186","","110235","110235","C"
"RCB_TIE000000256188","WFRE05633805","110329","110329","C"
"RCB_TIE000000256187","","110280","110280","C"
"RCB_TIE000000256190","WFRE04273787","110034","110034","C"
"RCB_TIE000000256191","","110069","110069","C"
"RCB_TIE000000256195","","110206","110206","C"
"RCB_TIE000000256196","WFRE06646042","110223","110223","C"
"RCB_TIE000000256197","","110364","110364","C"
"RCB_TIE000000256200","WFRE04126963","110322","110322","C"
"RCB_TIE000000256202","WFRE04903462","110155","110155","C"
"RCB_TIE000000256194","","110169","110169","C"
"RCB_TIE000000256199","WFRE06862870","110103","110103","C"
"RCB_TIE000000256201","","110181","110181","C"
"RCB_TIE000000256198","WFRE04109224","110002","110002","C"
"RCB_TIE000000256205","WFRE05482288","110306","110306","C"
"RCB_TIE000000256203","WFRE06172706","110285","110285","C"
"RCB_TIE000000256204","","110089","110089","C"
"RCB_TIE000000256189","","110244","110244","C"
"RCB_TIE000000256192","WFRE00682964","110357","110357","C"
"RCB_TIE000000256206","WFRE07359935","110077","110077","C"
"RCB_TIE000000256208","","110055","110055","C"
"RCB_TIE000000256207","","109998","109998","C"
"RCB_TIE000000256209","WFRE08989872","110016","110016","C"
"RCB_TIE000000256211","WFRE01541388","110122","110122","C"
"RCB_TIE000000256212","","110114","110114","C"
"RCB_TIE000000256210","WFRE09739987","110174","110174","C"
"RCB_TIE000000256214","WFRE05943989","110301","110301","C"
"RCB_TIE000000256213","","110317","110317","C"
"RCB_TIE000000256216","WFRE00223551","110083","110083","C"
"RCB_TIE000000256217","","110392","110392","C"
"RCB_TIE000000256218","","110374","110374","C"
"RCB_TIE000000256220","","110270","110270","C"
"RCB_TIE000000256219","WFRE04256549","110027","110027","C"
"RCB_TIE000000256215","","110344","110344","C"
"RCB_TIE000000256223","WFRE05774167","110365","110365","C"
"RCB_TIE000000256221","","110196","110196","C"
"RCB_TIE000000256222","","110228","110228","C"
"RCB_TIE000000256224","WFRE03489245","110333","110333","C"
"RCB_TIE000000256226","WFRE08363580","110255","110255","C"
"RCB_TIE000000256229","WFRE04340684","110217","110217","C"
"RCB_TIE000000256225","","110325","110325","C"
"RCB_TIE000000256227","WFRE05781202","110156","110156","C"
"RCB_TIE000000256228","","110105","110105","C"
"RCB_TIE000000256231","WFRE06830574","110189","110189","C"
"RCB_TIE000000256232","WFRE01186381","110380","110380","C"
"RCB_TIE000000256230","","110172","110172","C"
"RCB_TIE000000256233","WFRE06289621","110287","110287","C"
"RCB_TIE000000256234","WFRE00198756","110091","110091","C"
"RCB_TIE000000256235","WFRE02575598","110247","110247","C"
"RCB_TIE000000256236","WFRE08896897","110236","110236","C"
"RCB_TIE000000256237","WFRE08467678","110281","110281","C"
"RCB_TIE000000256239","","110200","110200","C"
"RCB_TIE000000256238","WFRE00840240","110207","110207","C"
"RCB_TIE000000256240","","110177","110177","C"
"RCB_TIE000000256241","","110408","110408","C"
"RCB_TIE000000256243","","110097","110097","C"
"RCB_TIE000000256244","","110360","110360","C"
"RCB_TIE000000256245","","110354","110354","C"
"RCB_TIE000000256247","WFRE02609573","110318","110318","C"
"RCB_TIE000000256249","WFRE09276049","110375","110375","C"
"RCB_TIE000000256246","","110193","110193","C"
"RCB_TIE000000256248","","110393","110393","C"
"RCB_TIE000000256252","WFRE09664686","110123","110123","C"
"RCB_TIE000000256251","WFRE00023487","110311","110311","C"
"RCB_TIE000000256250","","110398","110398","C"
"RCB_TIE000000256254","WFRE00022121","110175","110175","C"
"RCB_TIE000000256255","","110116","110116","C"
"RCB_TIE000000256257","WFRE06135593","110250","110250","C"
"RCB_TIE000000256256","","110305","110305","C"
"RCB_TIE000000256259","WFRE04618566","110366","110366","C"
"RCB_TIE000000256260","WFRE06589322","110199","110199","C"
"RCB_TIE000000256253","WFRE03928155","110347","110347","C"
"RCB_TIE000000256264","WFRE06220862","110226","110226","C"
"RCB_TIE000000256261","WFRE00025520","110229","110229","C"
"RCB_TIE000000256267","WFRE01625481","110191","110191","C"
"RCB_TIE000000256268","WFRE07206117","110450","110450","C"
"RCB_TIE000000256258","","110273","110273","C"
"RCB_TIE000000256262","WFRE04520003","110262","110262","C"
"RCB_TIE000000256266","WFRE08058253","110326","110326","C"
"RCB_TIE000000256263","","110336","110336","C"
"RCB_TIE000000256269","WFRE08534818","110381","110381","C"
"RCB_TIE000000256265","WFRE00009293","110163","110163","C"
"RCB_TIE000000256270","","110339","110339","C"
"RCB_TIE000000256272","WFRE00046433","110290","110290","C"
"RCB_TIE000000256274","WFRE00338851","110296","110296","C"
"RCB_TIE000000256271","","110218","110218","C"
"RCB_TIE000000256273","","110284","110284","C"
"RCB_TIE000000256275","","110249","110249","C"
"RCB_TIE000000256276","","110238","110238","C"
"RCB_TIE000000256277","","110282","110282","C"
"RCB_TIE000000256278","WFRE02118070","110362","110362","C"
"RCB_TIE000000256279","WFRE06524833","110201","110201","C"
"RCB_TIE000000256280","","110209","110209","C"
"RCB_TIE000000256281","","110355","110355","C"
"RCB_TIE000000256283","WFRE07207442","110194","110194","C"
"RCB_TIE000000256284","WFRE02613862","110409","110409","C"
"RCB_TIE000000256285","WFRE02674083","110477","110477","C"
"RCB_TIE000000256193","","110133","110133","C"
"RCB_TIE000000256286","","110313","110313","C"
"RCB_TIE000000256287","WFRE01858537","110394","110394","C"
"RCB_TIE000000256282","","110319","110319","C"
"RCB_TIE000000256288","","110312","110312","C"
"RCB_TIE000000256289","WFRE00045304","110399","110399","C"
"RCB_TIE000000256290","","110251","110251","C"
"RCB_TIE000000256292","","110315","110315","C"
"RCB_TIE000000256295","","110348","110348","C"
"RCB_TIE000000256291","","110176","110176","C"
"RCB_TIE000000256293","WFRE07019111","110524","110524","C"
"RCB_TIE000000256294","","110484","110484","C"
"RCB_TIE000000256297","","110378","110378","C"
"RCB_TIE000000256296","","110502","110502","C"
"RCB_TIE000000256299","WFRE02196233","110432","110432","C"
"RCB_TIE000000256298","","110540","110540","C"
"RCB_TIE000000256301","WFRE09366809","110455","110455","C"
"RCB_TIE000000256302","WFRE09529974","110327","110327","C"
"RCB_TIE000000256300","WFRE08904596","110511","110511","C"
"RCB_TIE000000256303","WFRE01012322","110269","110269","C"
"RCB_TIE000000256306","","110386","110386","C"
"RCB_TIE000000256304","WFRE06064108","110383","110383","C"
"RCB_TIE000000256305","WFRE01377421","110340","110340","C"
"RCB_TIE000000256307","WFRE00110281","110363","110363","C"
"RCB_TIE000000256308","WFRE07018951","110421","110421","C"
"RCB_TIE000000256309","WFRE05635064","110294","110294","C"
"RCB_TIE000000256310","","110300","110300","C"
"RCB_TIE000000256313","WFRE09641535","110413","110413","C"
"RCB_TIE000000256314","WFRE00012162","110465","110465","C"
"RCB_TIE000000256315","WFRE08986684","110554","110554","C"
"RCB_TIE000000256312","","110479","110479","C"
"RCB_TIE000000256316","","110141","110141","C"
"RCB_TIE000000256311","","110550","110550","C"
"RCB_TIE000000256317","WFRE06037617","110395","110395","C"
"RCB_TIE000000256319","","110561","110561","C"
"RCB_TIE000000256324","WFRE03252948","110400","110400","C"
"RCB_TIE000000256325","WFRE00212151","110470","110470","C"
"RCB_TIE000000256327","WFRE00069275","110429","110429","C"
"RCB_TIE000000256318","WFRE00834690","110314","110314","C"
"RCB_TIE000000256322","","110534","110534","C"
"RCB_TIE000000256320","WFRE02764825","110219","110219","C"
"RCB_TIE000000256321","","110579","110579","C"
"RCB_TIE000000256323","","110427","110427","C"
"RCB_TIE000000256329","WFRE04520348","110316","110316","C"
"RCB_TIE000000256328","","110320","110320","C"
"RCB_TIE000000256330","WFRE00050360","110505","110505","C"
"RCB_TIE000000256326","","110438","110438","C"
"RCB_TIE000000256331","WFRE00184607","110525","110525","C"
"RCB_TIE000000256332","WFRE06288617","110457","110457","C"
"RCB_TIE000000256335","WFRE07962005","110352","110352","C"
"RCB_TIE000000256334","WFRE03619214","110543","110543","C"
"RCB_TIE000000256336","","110405","110405","C"
"RCB_TIE000000256333","WFRE02674347","110435","110435","C"
"RCB_TIE000000256337","","110514","110514","C"
"RCB_TIE000000256338","","110440","110440","C"
"RCB_TIE000000256340","WFRE02030774","110379","110379","C"
"RCB_TIE000000256342","","110489","110489","C"
"RCB_TIE000000256341","","110397","110397","C"
"RCB_TIE000000256343","WFRE00007333","110468","110468","C"
"RCB_TIE000000256347","WFRE04940644","110448","110448","C"
"RCB_TIE000000256346","WFRE00887306","110585","110585","C"
"RCB_TIE000000256344","WFRE00071063","110387","110387","C"
"RCB_TIE000000256349","WFRE08872649","110466","110466","C"
"RCB_TIE000000256350","WFRE03196006","110342","110342","C"
"RCB_TIE000000256348","WFRE09664505","110594","110594","C"
"RCB_TIE000000256352","","110551","110551","C"
"RCB_TIE000000256351","","110481","110481","C"
"RCB_TIE000000256355","WFRE00922296","110430","110430","C"
"RCB_TIE000000256353","WFRE02601217","110495","110495","C"
"RCB_TIE000000256354","","110415","110415","C"
"RCB_TIE000000256358","WFRE05543811","110471","110471","C"
"RCB_TIE000000256359","WFRE06398216","110531","110531","C"
"RCB_TIE000000256360","WFRE07600540","110535","110535","C"
"RCB_TIE000000256361","WFRE03754839","110608","110608","C"
"RCB_TIE000000256357","","110556","110556","C"
"RCB_TIE000000256356","WFRE06463091","110562","110562","C"
"RCB_TIE000000256363","","110424","110424","C"
"RCB_TIE000000256362","","110404","110404","C"
"RCB_TIE000000256364","WFRE00053823","110617","110617","C"
"RCB_TIE000000256365","","110507","110507","C"
"RCB_TIE000000256366","WFRE04390840","110472","110472","C"
"RCB_TIE000000256368","WFRE03030058","110447","110447","C"
"RCB_TIE000000256367","","110439","110439","C"
"RCB_TIE000000256371","WFRE00175142","110492","110492","C"
"RCB_TIE000000256370","WFRE00315386","110406","110406","C"
"RCB_TIE000000256374","WFRE00076429","110436","110436","C"
"RCB_TIE000000256373","WFRE03754876","110544","110544","C"
"RCB_TIE000000256369","","110460","110460","C"
"RCB_TIE000000256375","WFRE09498623","110428","110428","C"
"RCB_TIE000000256377","WFRE09339343","110580","110580","C"
"RCB_TIE000000256372","","110527","110527","C"
"RCB_TIE000000256376","","110443","110443","C"
"RCB_TIE000000256379","WFRH09882867","110639","110639","C"
"RCB_TIE000000256378","","110516","110516","C"
"RCB_TIE000000256380","WFRE04760028","110469","110469","C"
"RCB_TIE000000256381","WFRE08662713","110500","110500","C"
"RCB_TIE000000256383","WFRE03776666","110694","110694","C"
"RCB_TIE000000256382","WFRE04100351","110672","110672","C"
"RCB_TIE000000256384","WFRE04441329","110449","110449","C"
"RCB_TIE000000256387","WFRE07823195","110595","110595","C"
"RCB_TIE000000256385","WFRE01619334","110552","110552","C"
"RCB_TIE000000256386","WFRE09440127","110587","110587","C"
"RCB_TIE000000256388","","110483","110483","C"
"RCB_TIE000000256389","","110343","110343","C"
"RCB_TIE000000256390","WFRE05475499","110719","110719","C"
"RCB_TIE000000256392","","110654","110654","C"
"RCB_TIE000000256394","WFRE08520688","110533","110533","C"
"RCB_TIE000000256393","","110538","110538","C"
"RCB_TIE000000256396","WFRE01927950","110547","110547","C"
"RCB_TIE000000256395","","110498","110498","C"
"RCB_TIE000000256391","WFRH03078050","110708","110708","C"
"RCB_TIE000000256397","WFRE00338134","110609","110609","C"
"RCB_TIE000000256398","","110567","110567","C"
"RCB_TIE000000256399","WFRE04213118","110683","110683","C"
"RCB_TIE000000256401","WFRE08235264","110757","110757","C"
"RCB_TIE000000256400","WFRE03418441","110571","110571","C"
"RCB_TIE000000256403","","110473","110473","C"
"RCB_TIE000000256402","","110508","110508","C"
"RCB_TIE000000256404","","110493","110493","C"
"RCB_TIE000000256405","WFRE00008642","110545","110545","C"
"RCB_TIE000000256407","WFRE01642262","110583","110583","C"
"RCB_TIE000000256406","","110437","110437","C"
"RCB_TIE000000256408","WFRE09561242","110742","110742","C"
"RCB_TIE000000256409","WFRE02814987","110529","110529","C"
"RCB_TIE000000256410","","110581","110581","C"
"RCB_TIE000000256411","","110762","110762","C"
"RCB_TIE000000256413","WFRE03196211","110559","110559","C"
"RCB_TIE000000256412","","110630","110630","C"
"RCB_TIE000000256414","WFRE08058965","110522","110522","C"
"RCB_TIE000000256417","WFRE01419884","110674","110674","C"
"RCB_TIE000000256420","","110695","110695","C"
"RCB_TIE000000256415","","110784","110784","C"
"RCB_TIE000000256418","","110588","110588","C"
"RCB_TIE000000256419","","110600","110600","C"
"RCB_TIE000000256423","","110622","110622","C"
"RCB_TIE000000256424","","110805","110805","C"
"RCB_TIE000000256422","","110773","110773","C"
"RCB_TIE000000256421","","110553","110553","C"
"RCB_TIE000000256425","WFRE07793632","110602","110602","C"
"RCB_TIE000000256427","","110820","110820","C"
"RCB_TIE000000256428","WFRE02652107","110539","110539","C"
"RCB_TIE000000256429","WFRE04126428","110728","110728","C"
"RCB_TIE000000256431","WFRE04760021","110752","110752","C"
"RCB_TIE000000256416","","110788","110788","C"
"RCB_TIE000000256426","","110656","110656","C"
"RCB_TIE000000256430","","110734","110734","C"
"RCB_TIE000000256433","WFRE03228228","110811","110811","C"
"RCB_TIE000000256432","","110713","110713","C"
"RCB_TIE000000256434","WFRE02822870","110684","110684","C"
"RCB_TIE000000256437","WFRE05483028","110832","110832","C"
"RCB_TIE000000256435","","110758","110758","C"
"RCB_TIE000000256436","","110577","110577","C"
"RCB_TIE000000256438","WFRE08159938","110633","110633","C"
"RCB_TIE000000256439","WFRE02313890","110644","110644","C"
"RCB_TIE000000256441","WFRE00086185","110847","110847","C"
"RCB_TIE000000256440","WFRE00323807","110584","110584","C"
"RCB_TIE000000256442","","110636","110636","C"
"RCB_TIE000000256444","","110743","110743","C"
"RCB_TIE000000256445","WFRE07943756","110857","110857","C"
"RCB_TIE000000256446","WFRE07095062","110624","110624","C"
"RCB_TIE000000256443","","110865","110865","C"
"RCB_TIE000000256447","","110582","110582","C"
"RCB_TIE000000256448","","110569","110569","C"
"RCB_TIE000000256449","","110766","110766","C"
"RCB_TIE000000256450","","110615","110615","C"
"RCB_TIE000000256451","WFRE00047923","110882","110882","C"
"RCB_TIE000000256452","WFRE01854109","110631","110631","C"
"RCB_TIE000000256453","","110649","110649","C"
"RCB_TIE000000256454","","110675","110675","C"
"RCB_TIE000000256455","WFRE03279701","110785","110785","C"
"RCB_TIE000000256456","WFRE09880573","110601","110601","C"
"RCB_TIE000000256457","WFRE00022495","110696","110696","C"
"RCB_TIE000000256458","WFRE04431359","110623","110623","C"
"RCB_TIE000000256459","WFRE00199109","110806","110806","C"
"RCB_TIE000000256460","","110593","110593","C"
"RCB_TIE000000256462","WFRE02282279","110777","110777","C"
"RCB_TIE000000256463","WFRE01541003","110738","110738","C"
"RCB_TIE000000256467","","110789","110789","C"
"RCB_TIE000000256469","WFRE04434845","110812","110812","C"
"RCB_TIE000000256468","WFRE00184138","110736","110736","C"
"RCB_TIE000000256464","WFRE03850810","110821","110821","C"
"RCB_TIE000000256466","","110729","110729","C"
"RCB_TIE000000256470","","110754","110754","C"
"RCB_TIE000000256471","WFRE01342624","110691","110691","C"
"RCB_TIE000000256472","WFRE02534113","110717","110717","C"
"RCB_TIE000000256474","","110685","110685","C"
"RCB_TIE000000256473","WFRE09827964","110660","110660","C"
"RCB_TIE000000256477","WFRE03216462","110760","110760","C"
"RCB_TIE000000256475","WFRE02598427","110635","110635","C"
"RCB_TIE000000256479","","110638","110638","C"
"RCB_TIE000000256476","WFRE02674619","110646","110646","C"
"RCB_TIE000000256478","WFRE05543780","110899","110899","C"
"RCB_TIE000000256482","WFRE00327932","110839","110839","C"
"RCB_TIE000000256480","","110748","110748","C"
"RCB_TIE000000256483","","110849","110849","C"
"RCB_TIE000000256484","","110936","110936","C"
"RCB_TIE000000256486","WFRE03920771","110768","110768","C"
"RCB_TIE000000256485","","110947","110947","C"
"RCB_TIE000000256488","WFRE06782881","110746","110746","C"
"RCB_TIE000000256490","WFRE00799123","110702","110702","C"
"RCB_TIE000000256491","WFRE09529909","110860","110860","C"
"RCB_TIE000000256492","WFRE00583226","110825","110825","C"
"RCB_TIE000000256493","WFRE00192458","110652","110652","C"
"RCB_TIE000000256494","WFRE00255329","110697","110697","C"
"RCB_TIE000000256495","WFRE07206892","110680","110680","C"
"RCB_TIE000000256487","WFRE05728141","110627","110627","C"
"RCB_TIE000000256497","WFRE02674272","110786","110786","C"
"RCB_TIE000000256499","","110830","110830","C"
"RCB_TIE000000256498","WFRE06287106","110798","110798","C"
"RCB_TIE000000256500","","110807","110807","C"
"RCB_TIE000000256501","","110703","110703","C"
"RCB_TIE000000256502","WFRE00865191","110969","110969","C"
"RCB_TIE000000256503","WFRE07360152","110885","110885","C"
"RCB_TIE000000256504","WFRE00238237","110815","110815","C"
"RCB_TIE000000256505","","110793","110793","C"
"RCB_TIE000000256506","","110730","110730","C"
"RCB_TIE000000256507","WFRE03421087","111038","111038","C"
"RCB_TIE000000256510","","110804","110804","C"
"RCB_TIE000000256509","","110739","110739","C"
"RCB_TIE000000256511","WFRE05150413","110922","110922","C"
"RCB_TIE000000256513","WFRE03775050","110755","110755","C"
"RCB_TIE000000256514","WFRE06435552","110718","110718","C"
"RCB_TIE000000256515","","110688","110688","C"
"RCB_TIE000000256517","WFRE05119103","110981","110981","C"
"RCB_TIE000000256518","WFRE03615744","110761","110761","C"
"RCB_TIE000000256516","","110872","110872","C"
"RCB_TIE000000256520","WFRE00218290","110994","110994","C"
"RCB_TIE000000256521","WFRE06389762","110906","110906","C"
"RCB_TIE000000256519","WFRE08757385","110863","110863","C"
"RCB_TIE000000256522","WFRE02753967","110826","110826","C"
"RCB_TIE000000256523","WFRE02294940","111032","111032","C"
"RCB_TIE000000256524","WFRE03111107","111006","111006","C"
"RCB_TIE000000256525","","110874","110874","C"
"RCB_TIE000000256527","WFRE00194800","110831","110831","C"
"RCB_TIE000000256528","","110800","110800","C"
"RCB_TIE000000256526","","110787","110787","C"
"RCB_TIE000000256529","WFRE02350206","110704","110704","C"
"RCB_TIE000000256530","WFRE08871237","110852","110852","C"
"RCB_TIE000000256532","WFRE08733417","110749","110749","C"
"RCB_TIE000000256531","WFRE01335241","110841","110841","C"
"RCB_TIE000000256533","WFRE03567162","110937","110937","C"
"RCB_TIE000000256536","WFRE09629206","110861","110861","C"
"RCB_TIE000000256534","WFRE07663667","110949","110949","C"
"RCB_TIE000000256535","","110770","110770","C"
"RCB_TIE000000256538","","110876","110876","C"
"RCB_TIE000000256537","","111023","111023","C"
"RCB_TIE000000256539","WFRE01113817","110817","110817","C"
"RCB_TIE000000256540","WFRE02657843","110886","110886","C"
"RCB_TIE000000256541","WFRE08710724","110879","110879","C"
"RCB_TIE000000256542","WFRE01334306","111039","111039","C"
"RCB_TIE000000256543","WFRE06175448","110926","110926","C"
"RCB_TIE000000256544","","110823","110823","C"
"RCB_TIE000000256545","","111104","111104","C"
"RCB_TIE000000256546","","110924","110924","C"
"RCB_TIE000000256549","WFRE03556808","110914","110914","C"
"RCB_TIE000000256548","WFRE04815631","110942","110942","C"
"RCB_TIE000000256547","","110894","110894","C"
"RCB_TIE000000256550","WFRE00137147","110983","110983","C"
"RCB_TIE000000256551","","110917","110917","C"
"RCB_TIE000000256552","","110873","110873","C"
"RCB_TIE000000256553","","110909","110909","C"
"RCB_TIE000000256555","WFRE00257343","111086","111086","C"
"RCB_TIE000000256557","WFRE00027158","111033","111033","C"
"RCB_TIE000000256556","","110864","110864","C"
"RCB_TIE000000256554","","110959","110959","C"
"RCB_TIE000000256558","","111120","111120","C"
"RCB_TIE000000256559","WFRE01251009","111115","111115","C"
"RCB_TIE000000256560","","110875","110875","C"
"RCB_TIE000000256561","","111078","111078","C"
"RCB_TIE000000256562","WFRE00040983","110955","110955","C"
"RCB_TIE000000256563","WFRE06783185","111149","111149","C"
"RCB_TIE000000256565","WFRE02532094","110952","110952","C"
"RCB_TIE000000256566","","111071","111071","C"
"RCB_TIE000000256564","","111098","111098","C"
"RCB_TIE000000256567","WFRE04929909","110845","110845","C"
"RCB_TIE000000256568","WFRE08718061","110945","110945","C"
"RCB_TIE000000256569","WFRE04425125","110950","110950","C"
"RCB_TIE000000256571","WFRE05615703","110862","110862","C"
"RCB_TIE000000256570","","110938","110938","C"
"RCB_TIE000000256572","","110878","110878","C"
"RCB_TIE000000256573","WFRE00069179","110932","110932","C"
"RCB_TIE000000256575","WFRE00064624","111013","111013","C"
"RCB_TIE000000256576","WFRE08816737","110975","110975","C"
"RCB_TIE000000256574","WFRE09778925","111024","111024","C"
"RCB_TIE000000256577","","110891","110891","C"
"RCB_TIE000000256579","","111040","111040","C"
"RCB_TIE000000256580","","110880","110880","C"
"RCB_TIE000000256581","","110973","110973","C"
"RCB_TIE000000256583","WFRE03472106","111052","111052","C"
"RCB_TIE000000256585","WFRE01650925","111128","111128","C"
"RCB_TIE000000256582","WFRE09221556","110998","110998","C"
"RCB_TIE000000256584","","111107","111107","C"
"RCB_TIE000000256586","","110992","110992","C"
"RCB_TIE000000256587","WFRE05319138","110944","110944","C"
"RCB_TIE000000256588","","110915","110915","C"
"RCB_TIE000000256589","WFRE03061903","110984","110984","C"
"RCB_TIE000000256593","WFRE03274981","111094","111094","C"
"RCB_TIE000000256591","WFRE00190090","110921","110921","C"
"RCB_TIE000000256592","WFRE02233595","110963","110963","C"
"RCB_TIE000000256590","WFRE05923966","111171","111171","C"
"RCB_TIE000000256594","","110911","110911","C"
"RCB_TIE000000256596","WFRE05543771","111121","111121","C"
"RCB_TIE000000256597","WFRE04639143","111181","111181","C"
"RCB_TIE000000256598","","111116","111116","C"
"RCB_TIE000000256595","","111002","111002","C"
"RCB_TIE000000256599","","110957","110957","C"
"RCB_TIE000000256601","WFRE00048396","110954","110954","C"
