"PRODUCTID","OK_ID_TIERS","ERP_ID_TIERS","ERP_ID_TIERS_QUALIAC","ROLE"
"RCB_TIE000000084001","WFRE05721702","211513","211513","C"
"RCB_TIE000000078677","WFRE05192769","104514","104514","C"
"RCB_TIE000000080986","WFRE05422812","143077","143077","C"
"RCB_TIE000000080586","WFRE05378021","109164","109164","C"
"RCB_TIE000000084003","WFRE05721783","099390","099390","C"
"RCB_TIE000000084399","WFRE05744510","103120","103120","C"
"RCB_TIE000000080591","WFRE05378036","211294","211294","C"
"RCB_TIE000000080193","WFRE05344157","103962","103962","C"
"RCB_TIE000000084403","WFRE05744522","109846","109846","C"
"RCB_TIE000000082814","WFRE05596667","211056","211056","C"
"RCB_TIE000000081785","WFRE05483249","101682","101682","C"
"RCB_TIE000000081789","WFRE05483255","079257","079257","C"
"RCB_TIE000000079096","WFRE05229324","129846","129846","C"
"RCB_TIE000000081398","WFRE05470526","101666","101666","C"
"RCB_TIE000000084412","WFRE05761964","126747","126747","C"
"RCB_TIE000000081002","WFRE05425016","109091","109091","C"
"RCB_TIE000000079806","WFRE05310205","129987","129987","C"
"RCB_TIE000000080606","WFRE05378121","103379","103379","C"
"RCB_TIE000000084418","WFRE05762922","075735","075735","C"
"RCB_TIE000000084420","WFRE05763721","114236","114236","C"
"RCB_TIE000000081010","WFRE05427341","119820","119820","C"
"RCB_TIE000000084423","WFRE05763729","007968","007968","C"
"RCB_TIE000000080211","WFRE05346301","109158","109158","C"
"RCB_TIE000000084034","WFRE05723844","146458","146458","C"
"RCB_TIE000000082308","WFRE05552691","211265","211265","C"
"RCB_TIE000000084429","WFRE05764882","124395","124395","C"
"RCB_TIE000000084038","WFRE05724922","210006","210006","C"
"RCB_TIE000000081808","WFRE05483320","210042","210042","C"
"RCB_TIE000000085024","WFRE05825188","114720","114720","C"
"RCB_TIE000000081415","WFRE05470564","211550","211550","C"
"RCB_TIE000000080220","WFRE05346515","106228","106228","C"
"RCB_TIE000000081417","WFRE05470572","074269","074269","C"
"RCB_TIE000000079442","WFRE05270923","211721","211721","C"
"RCB_TIE000000081420","WFRE05471124","134311","134311","C"
"RCB_TIE000000080225","WFRE05347943","142684","142684","C"
"RCB_TIE000000081433","WFRE05471681","121380","121380","C"
"RCB_TIE000000083263","WFRE05633066","109098","109098","C"
"RCB_TIE000000079462","WFRE05272510","212450","212450","C"
"RCB_TIE000000082340","WFRE05556112","110732","110732","C"
"RCB_TIE000000079464","WFRE05272512","116115","116115","C"
"RCB_TIE000000083268","WFRE05633077","211484","211484","C"
"RCB_TIE000000081837","WFRE05514841","103694","103694","C"
"RCB_TIE000000081054","WFRE05432182","106427","106427","C"
"RCB_TIE000000079472","WFRE05272564","132687","132687","C"
"RCB_TIE000000081849","WFRE05515617","106551","106551","C"
"RCB_TIE000000084473","WFRE05770083","211861","211861","C"
"RCB_TIE000000084083","WFRE05728928","194766","194766","C"
"RCB_TIE000000080666","WFRE05378406","125279","125279","C"
"RCB_TIE000000082187","WFRE05543764","109691","109691","C"
"RCB_TIE000000085069","WFRE05831283","109580","109580","C"
"RCB_TIE000000079868","WFRE05310464","104741","104741","C"
"RCB_TIE000000079870","WFRE05314983","114570","114570","C"
"RCB_TIE000000080670","WFRE05378423","211631","211631","C"
"RCB_TIE000000081859","WFRE05516470","104110","104110","C"
"RCB_TIE000000080671","WFRE05378426","103135","103135","C"
"RCB_TIE000000080672","WFRE05378427","131757","131757","C"
"RCB_TIE000000081861","WFRE05517327","100676","100676","C"
"RCB_TIE000000084486","WFRE05771056","006909","006909","C"
"RCB_TIE000000080678","WFRE05378438","210095","210095","C"
"RCB_TIE000000080680","WFRE05378442","101253","101253","C"
"RCB_TIE000000081870","WFRE05517390","101994","101994","C"
"RCB_TIE000000079891","WFRE05317282","103973","103973","C"
"RCB_TIE000000084112","WFRE05731321","002529","002529","C"
"RCB_TIE000000083309","WFRE05633223","146223","146223","C"
"RCB_TIE000000083714","WFRE05634478","211327","211327","C"
"RCB_TIE000000084504","WFRE05772956","008782","008782","C"
"RCB_TIE000000081885","WFRE05519842","103969","103969","C"
"RCB_TIE000000082392","WFRE05559064","131106","131106","C"
"RCB_TIE000000084715","WFRE05784015","103233","103233","C"
"RCB_TIE000000084512","WFRE05773689","126183","126183","C"
"RCB_TIE000000085306","WFRE05851567","104948","104948","C"
"RCB_TIE000000082400","WFRE05559090","211189","211189","C"
"RCB_TIE000000085709","WFRE05896418","212245","212245","C"
"RCB_TIE000000085313","WFRE05851612","211420","211420","C"
"RCB_TIE000000086301","WFRE05958605","119007","119007","C"
"RCB_TIE000000082234","WFRE05547396","073266","073266","C"
"RCB_TIE000000086106","WFRE05938427","143014","143014","C"
"RCB_TIE000000086304","WFRE05958614","109029","109029","C"
"RCB_TIE000000085319","WFRE05851658","144480","144480","C"
"RCB_TIE000000086113","WFRE05939301","099037","099037","C"
"RCB_TIE000000082237","WFRE05548281","133319","133319","C"
"RCB_TIE000000082240","WFRE05548562","142868","142868","C"
"RCB_TIE000000085124","WFRE05837044","139105","139105","C"
"RCB_TIE000000086317","WFRE05958659","211719","211719","C"
"RCB_TIE000000085930","WFRE05918658","110898","110898","C"
"RCB_TIE000000085528","WFRE05878907","210169","210169","C"
"RCB_TIE000000084742","WFRE05784133","133979","133979","C"
"RCB_TIE000000085933","WFRE05918663","008941","008941","C"
"RCB_TIE000000082631","WFRE05581811","116503","116503","C"
"RCB_TIE000000085338","WFRE05851719","124957","124957","C"
"RCB_TIE000000082634","WFRE05581816","211012","211012","C"
"RCB_TIE000000085940","WFRE05918697","076139","076139","C"
"RCB_TIE000000086329","WFRE05958702","106253","106253","C"
"RCB_TIE000000085138","WFRE05838082","121694","121694","C"
"RCB_TIE000000085744","WFRE05898763","210602","210602","C"
"RCB_TIE000000085145","WFRE05838823","127058","127058","C"
"RCB_TIE000000085747","WFRE05898942","212416","212416","C"
"RCB_TIE000000084559","WFRE05777827","116184","116184","C"
"RCB_TIE000000085551","WFRE05881328","140282","140282","C"
"RCB_TIE000000083366","WFRE05633379","211292","211292","C"
"RCB_TIE000000084172","WFRE05736662","006121","006121","C"
"RCB_TIE000000082273","WFRE05551046","210559","210559","C"
"RCB_TIE000000085156","WFRE05839786","008583","008583","C"
"RCB_TIE000000082276","WFRE05551055","144154","144154","C"
"RCB_TIE000000085562","WFRE05881582","113444","113444","C"
"RCB_TIE000000085564","WFRE05881585","104798","104798","C"
"RCB_TIE000000083379","WFRE05633417","211982","211982","C"
"RCB_TIE000000084575","WFRE05779026","111596","111596","C"
"RCB_TIE000000086354","WFRE05958786","133245","133245","C"
"RCB_TIE000000086160","WFRE05943964","120088","120088","C"
"RCB_TIE000000086355","WFRE05958788","118263","118263","C"
"RCB_TIE000000085371","WFRE05861841","104471","104471","C"
"RCB_TIE000000085972","WFRE05923957","140658","140658","C"
"RCB_TIE000000086359","WFRE05958799","145523","145523","C"
"RCB_TIE000000082991","WFRE05610947","211969","211969","C"
"RCB_TIE000000083388","WFRE05633445","211942","211942","C"
"RCB_TIE000000082291","WFRE05552148","134856","134856","C"
"RCB_TIE000000085579","WFRE05881640","130655","130655","C"
"RCB_TIE000000084591","WFRE05781208","116207","116207","C"
"RCB_TIE000000086376","WFRE05958857","001625","001625","C"
"RCB_TIE000000086502","WFRE05981650","006771","006771","C"
"RCB_TIE000000084204","WFRE05739986","075381","075381","C"
"RCB_TIE000000082482","WFRE05569488","002520","002520","C"
"RCB_TIE000000085790","WFRE05901706","125920","125920","C"
"RCB_TIE000000083403","WFRE05633493","135641","135641","C"
"RCB_TIE000000086507","WFRE05981969","103220","103220","C"
"RCB_TIE000000085795","WFRE05901717","101895","101895","C"
"RCB_TIE000000085195","WFRE05844522","136482","136482","C"
"RCB_TIE000000086514","WFRE05982922","121290","121290","C"
"RCB_TIE000000085800","WFRE05901729","109455","109455","C"
"RCB_TIE000000083413","WFRE05633517","006262","006262","C"
"RCB_TIE000000086517","WFRE05982935","128045","128045","C"
"RCB_TIE000000084613","WFRE05783707","008513","008513","C"
"RCB_TIE000000085803","WFRE05903263","105162","105162","C"
"RCB_TIE000000084223","WFRE05742008","121157","121157","C"
"RCB_TIE000000086522","WFRE05982958","120618","120618","C"
"RCB_TIE000000084616","WFRE05783714","211951","211951","C"
"RCB_TIE000000087905","WFRE06169182","211407","211407","C"
"RCB_TIE000000087907","WFRE06169264","103837","103837","C"
"RCB_TIE000000085807","WFRE05903509","106870","106870","C"
"RCB_TIE000000085808","WFRE05903514","104239","104239","C"
"RCB_TIE000000087911","WFRE06169953","129913","129913","C"
"RCB_TIE000000085211","WFRE05844954","075646","075646","C"
"RCB_TIE000000087914","WFRE06169963","112254","112254","C"
"RCB_TIE000000085819","WFRE05903551","122407","122407","C"
"RCB_TIE000000085820","WFRE05903558","125805","125805","C"
"RCB_TIE000000085625","WFRE05886197","103730","103730","C"
"RCB_TIE000000085823","WFRE05903565","100139","100139","C"
"RCB_TIE000000085824","WFRE05903566","135903","135903","C"
"RCB_TIE000000083045","WFRE05615621","139190","139190","C"
"RCB_TIE000000085826","WFRE05903577","099650","099650","C"
"RCB_TIE000000086547","WFRE05985658","131803","131803","C"
"RCB_TIE000000083850","WFRE05634895","056060","056060","C"
"RCB_TIE000000085830","WFRE05903592","129260","129260","C"
"RCB_TIE000000084252","WFRE05743988","125963","125963","C"
"RCB_TIE000000084645","WFRE05783818","118829","118829","C"
"RCB_TIE000000084254","WFRE05743993","106575","106575","C"
"RCB_TIE000000086554","WFRE05986369","126654","126654","C"
"RCB_TIE000000083056","WFRE05615687","210030","210030","C"
"RCB_TIE000000085637","WFRE05887373","210604","210604","C"
"RCB_TIE000000086558","WFRE05986389","111035","111035","C"
"RCB_TIE000000085439","WFRE05862114","136693","136693","C"
"RCB_TIE000000084260","WFRE05744017","103276","103276","C"
"RCB_TIE000000086427","WFRE05959074","124650","124650","C"
"RCB_TIE000000086233","WFRE05951584","132589","132589","C"
"RCB_TIE000000084654","WFRE05783851","111542","111542","C"
"RCB_TIE000000086429","WFRE05959078","076053","076053","C"
"RCB_TIE000000084656","WFRE05783863","110970","110970","C"
"RCB_TIE000000084265","WFRE05744030","117329","117329","C"
"RCB_TIE000000085246","WFRE05847089","211053","211053","C"
"RCB_TIE000000083067","WFRE05615705","211697","211697","C"
"RCB_TIE000000083068","WFRE05615706","135782","135782","C"
"RCB_TIE000000083871","WFRE05634953","111372","111372","C"
"RCB_TIE000000084270","WFRE05744054","211134","211134","C"
"RCB_TIE000000086052","WFRE05930434","006247","006247","C"
"RCB_TIE000000084277","WFRE05744085","133059","133059","C"
"RCB_TIE000000083475","WFRE05633732","122514","122514","C"
"RCB_TIE000000086578","WFRE05988066","154730","154730","C"
"RCB_TIE000000086062","WFRE05932482","106399","106399","C"
"RCB_TIE000000084676","WFRE05783916","127646","127646","C"
"RCB_TIE000000086063","WFRE05932486","211224","211224","C"
"RCB_TIE000000086257","WFRE05951706","122219","122219","C"
"RCB_TIE000000085667","WFRE05889621","103331","103331","C"
"RCB_TIE000000086068","WFRE05932506","124551","124551","C"
"RCB_TIE000000084682","WFRE05783924","099351","099351","C"
"RCB_TIE000000084683","WFRE05783927","212011","212011","C"
"RCB_TIE000000086263","WFRE05951717","006351","006351","C"
"RCB_TIE000000083491","WFRE05633783","141852","141852","C"
"RCB_TIE000000088365","WFRE06225174","211539","211539","C"
"RCB_TIE000000085278","WFRE05849562","122038","122038","C"
"RCB_TIE000000086273","WFRE05951746","008582","008582","C"
"RCB_TIE000000085480","WFRE05874445","109800","109800","C"
"RCB_TIE000000087977","WFRE06175447","109198","109198","C"
"RCB_TIE000000085879","WFRE05912123","103936","103936","C"
"RCB_TIE000000086276","WFRE05951752","210876","210876","C"
"RCB_TIE000000086704","WFRE05997886","117113","117113","C"
"RCB_TIE000000088378","WFRE06227367","109596","109596","C"
"RCB_TIE000000088701","WFRE06268645","145482","145482","C"
"RCB_TIE000000086908","WFRE06012975","211882","211882","C"
"RCB_TIE000000085493","WFRE05875541","212380","212380","C"
"RCB_TIE000000086096","WFRE05932612","135874","135874","C"
"RCB_TIE000000087990","WFRE06177649","003630","003630","C"
"RCB_TIE000000085696","WFRE05895062","211723","211723","C"
"RCB_TIE000000086713","WFRE05997949","135931","135931","C"
"RCB_TIE000000085299","WFRE05851545","107332","107332","C"
"RCB_TIE000000087112","WFRE06038138","109472","109472","C"
"RCB_TIE000000087996","WFRE06177703","109704","109704","C"
"RCB_TIE000000085500","WFRE05876122","106863","106863","C"
"RCB_TIE000000088390","WFRE06227436","130976","130976","C"
"RCB_TIE000000087997","WFRE06177704","211987","211987","C"
"RCB_TIE000000086489","WFRE05980531","075031","075031","C"
"RCB_TIE000000086614","WFRE05988176","135573","135573","C"
"RCB_TIE000000088714","WFRE06269883","140674","140674","C"
"RCB_TIE000000086918","WFRE06013002","106148","106148","C"
"RCB_TIE000000086492","WFRE05980687","211552","211552","C"
"RCB_TIE000000086922","WFRE06013010","117784","117784","C"
"RCB_TIE000000089104","WFRE06296847","104666","104666","C"
"RCB_TIE000000086496","WFRE05980713","132528","132528","C"
"RCB_TIE000000089106","WFRE06296849","099562","099562","C"
"RCB_TIE000000087706","WFRE06135494","122560","122560","C"
"RCB_TIE000000087709","WFRE06135505","116257","116257","C"
"RCB_TIE000000089111","WFRE06296873","079448","079448","C"
"RCB_TIE000000091101","WFRE06485592","142108","142108","C"
"RCB_TIE000000090705","WFRE06458955","104659","104659","C"
"RCB_TIE000000087530","WFRE06084210","109937","109937","C"
"RCB_TIE000000087332","WFRE06083394","106029","106029","C"
"RCB_TIE000000088730","WFRE06272505","129875","129875","C"
"RCB_TIE000000086631","WFRE05992869","126536","126536","C"
"RCB_TIE000000087336","WFRE06083438","001724","001724","C"
"RCB_TIE000000086940","WFRE06013046","144792","144792","C"
"RCB_TIE000000088739","WFRE06274381","101726","101726","C"
"RCB_TIE000000091114","WFRE06499986","101792","101792","C"
"RCB_TIE000000091115","WFRE06499990","212050","212050","C"
"RCB_TIE000000089529","WFRE06355843","103586","103586","C"
"RCB_TIE000000089926","WFRE06392141","125636","125636","C"
"RCB_TIE000000090332","WFRE06428122","003631","003631","C"
"RCB_TIE000000088424","WFRE06232162","118559","118559","C"
"RCB_TIE000000087549","WFRE06118084","103240","103240","C"
"RCB_TIE000000091126","WFRE06500026","127651","127651","C"
"RCB_TIE000000091129","WFRE06500037","136687","136687","C"
"RCB_TIE000000091130","WFRE06500039","211394","211394","C"
"RCB_TIE000000090733","WFRE06463072","192507","192507","C"
"RCB_TIE000000088759","WFRE06277101","006492","006492","C"
"RCB_TIE000000087560","WFRE06118126","211268","211268","C"
"RCB_TIE000000086768","WFRE06004101","125382","125382","C"
"RCB_TIE000000089552","WFRE06357289","140236","140236","C"
"RCB_TIE000000089150","WFRE06296981","007416","007416","C"
"RCB_TIE000000087750","WFRE06135746","211110","211110","C"
"RCB_TIE000000090744","WFRE06463468","076074","076074","C"
"RCB_TIE000000086775","WFRE06004131","117640","117640","C"
"RCB_TIE000000090354","WFRE06429390","106426","106426","C"
"RCB_TIE000000087571","WFRE06118153","132353","132353","C"
"RCB_TIE000000088446","WFRE06235263","114152","114152","C"
"RCB_TIE000000086672","WFRE05996301","109811","109811","C"
"RCB_TIE000000086976","WFRE06013139","107454","107454","C"
"RCB_TIE000000087377","WFRE06083678","076580","076580","C"
"RCB_TIE000000090358","WFRE06430163","211067","211067","C"
"RCB_TIE000000090361","WFRE06430169","119449","119449","C"
"RCB_TIE000000087384","WFRE06083696","211055","211055","C"
"RCB_TIE000000089568","WFRE06357345","008507","008507","C"
"RCB_TIE000000089572","WFRE06357361","132014","132014","C"
"RCB_TIE000000088465","WFRE06237385","125868","125868","C"
"RCB_TIE000000087590","WFRE06118272","117544","117544","C"
"RCB_TIE000000087774","WFRE06150329","135825","135825","C"
"RCB_TIE000000087191","WFRE06064034","102232","102232","C"
"RCB_TIE000000091166","WFRE06500185","101135","101135","C"
"RCB_TIE000000089973","WFRE06396906","072784","072784","C"
"RCB_TIE000000086693","WFRE05997851","116435","116435","C"
"RCB_TIE000000087194","WFRE06064048","107082","107082","C"
"RCB_TIE000000088074","WFRE06190660","115356","115356","C"
"RCB_TIE000000090377","WFRE06431842","121927","121927","C"
"RCB_TIE000000087195","WFRE06064056","210789","210789","C"
"RCB_TIE000000087400","WFRE06083772","102133","102133","C"
"RCB_TIE000000087596","WFRE06118292","211030","211030","C"
"RCB_TIE000000090775","WFRE06466504","144426","144426","C"
"RCB_TIE000000088079","WFRE06190690","008196","008196","C"
"RCB_TIE000000089588","WFRE06357410","075127","075127","C"
"RCB_TIE000000090783","WFRE06466537","106663","106663","C"
"RCB_TIE000000090392","WFRE06432515","139794","139794","C"
"RCB_TIE000000088491","WFRE06240097","195824","195824","C"
"RCB_TIE000000087013","WFRE06037693","126638","126638","C"
"RCB_TIE000000090000","WFRE06398178","103564","103564","C"
"RCB_TIE000000090799","WFRE06466600","103424","103424","C"
"RCB_TIE000000086818","WFRE06004307","211285","211285","C"
"RCB_TIE000000087017","WFRE06037708","211672","211672","C"
"RCB_TIE000000087021","WFRE06037730","130291","130291","C"
"RCB_TIE000000086825","WFRE06012566","006245","006245","C"
"RCB_TIE000000086828","WFRE06012577","210220","210220","C"
"RCB_TIE000000087026","WFRE06037747","212114","212114","C"
"RCB_TIE000000087032","WFRE06037776","008477","008477","C"
"RCB_TIE000000088833","WFRE06282634","073425","073425","C"
"RCB_TIE000000087235","WFRE06064199","115854","115854","C"
"RCB_TIE000000089225","WFRE06326592","128435","128435","C"
"RCB_TIE000000087240","WFRE06064215","211219","211219","C"
"RCB_TIE000000088844","WFRE06285299","099651","099651","C"
"RCB_TIE000000089636","WFRE06357636","101514","101514","C"
"RCB_TIE000000087648","WFRE06118478","103434","103434","C"
"RCB_TIE000000087058","WFRE06037890","101219","101219","C"
"RCB_TIE000000087458","WFRE06084014","212430","212430","C"
"RCB_TIE000000088535","WFRE06241852","103282","103282","C"
"RCB_TIE000000090042","WFRE06398274","075939","075939","C"
"RCB_TIE000000087256","WFRE06072421","143469","143469","C"
"RCB_TIE000000089246","WFRE06328192","113544","113544","C"
"RCB_TIE000000089251","WFRE06328204","101991","101991","C"
"RCB_TIE000000089659","WFRE06357694","210629","210629","C"
"RCB_TIE000000087266","WFRE06072463","120523","120523","C"
"RCB_TIE000000090852","WFRE06472441","076681","076681","C"
"RCB_TIE000000089259","WFRE06330042","125102","125102","C"
"RCB_TIE000000086877","WFRE06012837","104436","104436","C"
"RCB_TIE000000088159","WFRE06202887","114143","114143","C"
"RCB_TIE000000088160","WFRE06202892","121276","121276","C"
"RCB_TIE000000088877","WFRE06289182","126051","126051","C"
"RCB_TIE000000090063","WFRE06398334","122547","122547","C"
"RCB_TIE000000090064","WFRE06398339","211660","211660","C"
"RCB_TIE000000090864","WFRE06472870","109406","109406","C"
"RCB_TIE000000088166","WFRE06203727","106056","106056","C"
"RCB_TIE000000087692","WFRE06135419","140463","140463","C"
"RCB_TIE000000087693","WFRE06135425","003815","003815","C"
"RCB_TIE000000090876","WFRE06473495","101648","101648","C"
"RCB_TIE000000090078","WFRE06398404","125423","125423","C"
"RCB_TIE000000090878","WFRE06473503","210429","210429","C"
"RCB_TIE000000090082","WFRE06398412","109564","109564","C"
"RCB_TIE000000087698","WFRE06135445","008600","008600","C"
"RCB_TIE000000088577","WFRE06251338","003262","003262","C"
"RCB_TIE000000089695","WFRE06357807","106680","106680","C"
"RCB_TIE000000088907","WFRE06290083","074477","074477","C"
"RCB_TIE000000088589","WFRE06251405","100871","100871","C"
"RCB_TIE000000090894","WFRE06473553","128593","128593","C"
"RCB_TIE000000092312","WFRE06706471","140883","140883","C"
"RCB_TIE000000090896","WFRE06473562","008868","008868","C"
"RCB_TIE000000090898","WFRE06473573","100681","100681","C"
"RCB_TIE000000092321","WFRE06706526","143611","143611","C"
"RCB_TIE000000090501","WFRE06442530","104747","104747","C"
"RCB_TIE000000090504","WFRE06443187","124627","124627","C"
"RCB_TIE000000089714","WFRE06373983","130390","130390","C"
"RCB_TIE000000088607","WFRE06256143","123115","123115","C"
"RCB_TIE000000090913","WFRE06473628","210746","210746","C"
"RCB_TIE000000088937","WFRE06296097","110558","110558","C"
"RCB_TIE000000088217","WFRE06207387","099722","099722","C"
"RCB_TIE000000089319","WFRE06338099","210841","210841","C"
"RCB_TIE000000089727","WFRE06375281","113734","113734","C"
"RCB_TIE000000088945","WFRE06296132","122116","122116","C"
"RCB_TIE000000092349","WFRE06706634","210243","210243","C"
"RCB_TIE000000089730","WFRE06375442","103551","103551","C"
"RCB_TIE000000091648","WFRE06588138","211290","211290","C"
"RCB_TIE000000090527","WFRE06443531","109588","109588","C"
"RCB_TIE000000090531","WFRE06445287","117174","117174","C"
"RCB_TIE000000088954","WFRE06296178","100881","100881","C"
"RCB_TIE000000090133","WFRE06398552","121488","121488","C"
"RCB_TIE000000089335","WFRE06338531","114090","114090","C"
"RCB_TIE000000088956","WFRE06296180","008321","008321","C"
"RCB_TIE000000088957","WFRE06296190","104981","104981","C"
"RCB_TIE000000091659","WFRE06588186","100442","100442","C"
"RCB_TIE000000090136","WFRE06398558","210378","210378","C"
"RCB_TIE000000090937","WFRE06473695","137083","137083","C"
"RCB_TIE000000095141","WFRE07206618","121296","121296","C"
"RCB_TIE000000093166","WFRE06863266","113326","113326","C"
"RCB_TIE000000091665","WFRE06588263","137845","137845","C"
"RCB_TIE000000089345","WFRE06338570","137994","137994","C"
"RCB_TIE000000092768","WFRE06830448","122169","122169","C"
"RCB_TIE000000089752","WFRE06377024","123399","123399","C"
"RCB_TIE000000089349","WFRE06338589","140831","140831","C"
"RCB_TIE000000093969","WFRE07018913","143503","143503","C"
"RCB_TIE000000090549","WFRE06447023","101919","101919","C"
"RCB_TIE000000088644","WFRE06261112","101829","101829","C"
"RCB_TIE000000089353","WFRE06338597","144164","144164","C"
"RCB_TIE000000093184","WFRE06863315","210133","210133","C"
"RCB_TIE000000090560","WFRE06447057","099608","099608","C"
"RCB_TIE000000090161","WFRE06398633","211398","211398","C"
"RCB_TIE000000090562","WFRE06447061","001725","001725","C"
"RCB_TIE000000088267","WFRE06207614","109791","109791","C"
"RCB_TIE000000089368","WFRE06338663","106590","106590","C"
"RCB_TIE000000095167","WFRE07206791","103123","103123","C"
"RCB_TIE000000090969","WFRE06481088","104942","104942","C"
"RCB_TIE000000093588","WFRE06959012","076340","076340","C"
"RCB_TIE000000095170","WFRE07206826","124954","124954","C"
"RCB_TIE000000095172","WFRE07206839","130993","130993","C"
"RCB_TIE000000090574","WFRE06448575","138765","138765","C"
"RCB_TIE000000090974","WFRE06481247","210538","210538","C"
"RCB_TIE000000093594","WFRE06959032","101331","101331","C"
"RCB_TIE000000090180","WFRE06398668","114219","114219","C"
"RCB_TIE000000089786","WFRE06379930","124118","124118","C"
"RCB_TIE000000088283","WFRE06207648","120104","120104","C"
"RCB_TIE000000090184","WFRE06398677","211386","211386","C"
"RCB_TIE000000092804","WFRE06830641","101769","101769","C"
"RCB_TIE000000089791","WFRE06379936","124327","124327","C"
"RCB_TIE000000090585","WFRE06449921","113461","113461","C"
"RCB_TIE000000089012","WFRE06296418","106734","106734","C"
"RCB_TIE000000091712","WFRE06588638","103942","103942","C"
"RCB_TIE000000095196","WFRE07206981","135553","135553","C"
"RCB_TIE000000091714","WFRE06588642","111359","111359","C"
"RCB_TIE000000090597","WFRE06450711","075005","075005","C"
"RCB_TIE000000095200","WFRE07207050","115104","115104","C"
"RCB_TIE000000090599","WFRE06451088","101150","101150","C"
"RCB_TIE000000091718","WFRE06588667","210320","210320","C"
"RCB_TIE000000093615","WFRE06959136","134667","134667","C"
"RCB_TIE000000092822","WFRE06830725","210860","210860","C"
"RCB_TIE000000091723","WFRE06588731","104120","104120","C"
"RCB_TIE000000095207","WFRE07207127","211408","211408","C"
"RCB_TIE000000090210","WFRE06398746","102172","102172","C"
"RCB_TIE000000089033","WFRE06296535","103745","103745","C"
"RCB_TIE000000092110","WFRE06646295","109403","109403","C"
"RCB_TIE000000094042","WFRE07019287","113946","113946","C"
"RCB_TIE000000089425","WFRE06346184","114222","114222","C"
"RCB_TIE000000095225","WFRE07207296","117434","117434","C"
"RCB_TIE000000091024","WFRE06485259","076725","076725","C"
"RCB_TIE000000090224","WFRE06417025","133406","133406","C"
"RCB_TIE000000090623","WFRE06452944","115407","115407","C"
"RCB_TIE000000093250","WFRE06907399","109297","109297","C"
"RCB_TIE000000092455","WFRE06706915","140187","140187","C"
"RCB_TIE000000092863","WFRE06830992","136350","136350","C"
"RCB_TIE000000092131","WFRE06705257","212364","212364","C"
"RCB_TIE000000091434","WFRE06543293","103487","103487","C"
"RCB_TIE000000094063","WFRE07019433","114767","114767","C"
"RCB_TIE000000091436","WFRE06543305","112024","112024","C"
"RCB_TIE000000091945","WFRE06645543","211694","211694","C"
"RCB_TIE000000094066","WFRE07019448","131756","131756","C"
"RCB_TIE000000093663","WFRE06959402","142211","142211","C"
"RCB_TIE000000089452","WFRE06346255","107585","107585","C"
"RCB_TIE000000093669","WFRE06959459","133152","133152","C"
"RCB_TIE000000092145","WFRE06705337","124380","124380","C"
"RCB_TIE000000093277","WFRE06907487","112752","112752","C"
"RCB_TIE000000091958","WFRE06645628","134984","134984","C"
"RCB_TIE000000089460","WFRE06351583","117130","117130","C"
"RCB_TIE000000090258","WFRE06419425","103169","103169","C"
"RCB_TIE000000092150","WFRE06705382","076260","076260","C"
"RCB_TIE000000089079","WFRE06296763","211349","211349","C"
"RCB_TIE000000092888","WFRE06831101","109419","109419","C"
"RCB_TIE000000091069","WFRE06485500","211588","211588","C"
"RCB_TIE000000091071","WFRE06485505","121270","121270","C"
"RCB_TIE000000094091","WFRE07019625","140296","140296","C"
"RCB_TIE000000090271","WFRE06419479","124351","124351","C"
"RCB_TIE000000093295","WFRE06907559","000668","000668","C"
"RCB_TIE000000092164","WFRE06705476","110047","110047","C"
"RCB_TIE000000089093","WFRE06296808","127267","127267","C"
"RCB_TIE000000090274","WFRE06419491","136087","136087","C"
"RCB_TIE000000093692","WFRE06959562","211948","211948","C"
"RCB_TIE000000089881","WFRE06387243","113495","113495","C"
"RCB_TIE000000089482","WFRE06353142","100148","100148","C"
"RCB_TIE000000089483","WFRE06353143","120190","120190","C"
"RCB_TIE000000091474","WFRE06543551","103430","103430","C"
"RCB_TIE000000092178","WFRE06705543","107510","107510","C"
"RCB_TIE000000089490","WFRE06353587","104461","104461","C"
"RCB_TIE000000094104","WFRE07019675","104638","104638","C"
"RCB_TIE000000091484","WFRE06543604","127725","127725","C"
"RCB_TIE000000094108","WFRE07019686","128698","128698","C"
"RCB_TIE000000092916","WFRE06862284","134727","134727","C"
"RCB_TIE000000092193","WFRE06705651","116154","116154","C"
"RCB_TIE000000093712","WFRE06959663","116743","116743","C"
"RCB_TIE000000091495","WFRE06543691","114957","114957","C"
"RCB_TIE000000093717","WFRE06959705","130194","130194","C"
"RCB_TIE000000091500","WFRE06543743","146311","146311","C"
"RCB_TIE000000095508","WFRE07208391","104849","104849","C"
"RCB_TIE000000093723","WFRE06959733","143671","143671","C"
"RCB_TIE000000094710","WFRE07095745","194449","194449","C"
"RCB_TIE000000095715","WFRE07359815","109416","109416","C"
"RCB_TIE000000094333","WFRE07093886","121305","121305","C"
"RCB_TIE000000092941","WFRE06862352","211720","211720","C"
"RCB_TIE000000092213","WFRE06705838","128736","128736","C"
"RCB_TIE000000092541","WFRE06782369","211452","211452","C"
"RCB_TIE000000093734","WFRE06959868","125753","125753","C"
"RCB_TIE000000093735","WFRE06959871","142063","142063","C"
"RCB_TIE000000092944","WFRE06862359","112765","112765","C"
"RCB_TIE000000092544","WFRE06782391","113119","113119","C"
