PRODUCTID|PRODUCTIDEXT|||CATEGORIE
"RCB_TIE000000240477"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240589"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240531"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240690"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240624"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240585"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240617"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240499"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240501"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240650"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000126032"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240490"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000141239"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240538"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240541"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240594"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000125258"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240524"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240560"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240612"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240604"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240491"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000143847"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240675"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240515"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240633"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000120970"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240476"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000141876"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240535"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240528"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000117601"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000125635"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240680"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240553"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000133955"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000240563"|"RCB_STE_COM000000000009"|||"1**"
"RCB_TIE000000127273"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122045"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000127984"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000127808"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000121141"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000128527"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122450"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000128103"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122500"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000128741"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122782"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000130925"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000131077"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000131807"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000131485"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123283"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000139813"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000131474"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123881"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123872"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123874"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123962"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123970"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000143765"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000124126"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000124201"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000134095"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000134831"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000135655"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000135679"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000138041"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000136523"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000136262"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123691"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123523"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000124807"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000137568"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000137797"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000138285"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000138628"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000138907"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000138812"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000125209"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126456"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000139879"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000140388"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000139887"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126471"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126562"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000118664"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000140091"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126579"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000140703"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141742"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141926"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141924"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000142032"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141906"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000125767"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000142877"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000123926"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126170"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000143895"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126241"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000139857"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122857"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000130916"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000128905"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000128629"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000129108"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000120437"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000130981"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000125570"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141449"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141377"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000126219"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000120356"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000132781"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000119828"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000139287"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000131043"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141232"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122971"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122890"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000129349"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000141088"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000132682"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000138516"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000122784"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000142506"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000244064"|"RCB_STE_COM000000000009"|||"2**"
"RCB_TIE000000127273"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122045"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000127984"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000121141"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000127808"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122450"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000128527"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000128103"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122500"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000128741"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122782"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000130925"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000131077"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000131485"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000131807"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000139813"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000131474"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123283"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123881"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123872"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123874"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123962"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123970"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000124126"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000124201"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000134095"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000134831"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000138041"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000135679"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000135655"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000136523"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000136262"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123691"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000137568"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000124807"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123523"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000137797"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000138285"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000138628"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000138812"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000138907"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000125209"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126456"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000140388"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000139887"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000139879"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126471"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126562"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000118664"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000140091"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126579"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000140703"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141742"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141924"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141926"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141906"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000142032"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000125767"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000142877"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123926"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126170"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000143895"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126241"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000139857"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000123765"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122857"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000130916"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000128905"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000128629"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000129108"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000120437"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000130981"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141449"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000125570"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141377"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000126219"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000120356"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000132781"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000119828"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000139287"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000131043"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141232"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122971"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000129349"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000141088"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000132682"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000138516"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000122784"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000248632"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248638"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000142506"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000124917"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248620"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248699"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000244064"|"RCB_STE_COM000000000010"|||"2**"
"RCB_TIE000000248805"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248589"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000124921"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248806"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248689"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000124940"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248818"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248838"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248555"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248801"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248682"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248711"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248737"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248837"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248910"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248871"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248776"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248907"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248883"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248793"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248686"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248920"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248788"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248708"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249085"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248719"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248830"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000124942"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248749"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000124938"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248744"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248816"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248702"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248984"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248916"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248666"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000126471"|"RCB_STE_COM000000000011"|||"2**"
"RCB_TIE000000248868"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249094"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249003"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248588"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000117990"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248753"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248713"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248590"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248795"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248674"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248642"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248936"|"RCB_STE_COM000000000015"|||"1**"
"RCB_TIE000000248893"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248712"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249089"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248659"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138128"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248844"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248770"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248640"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248809"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248962"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248698"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248688"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248812"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248759"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248754"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248800"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248820"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248914"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249069"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249169"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248700"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248734"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000118846"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248738"|"RCB_STE_COM000000000015"|||"5**"
"RCB_TIE000000138092"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248940"|"RCB_STE_COM000000000015"|||"C**"
"RCB_TIE000000249073"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248648"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248709"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000124920"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000124946"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248989"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248980"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248958"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248703"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248739"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248768"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249028"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248856"|"RCB_STE_COM000000000015"|||"B**"
"RCB_TIE000000248966"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248990"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248913"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248831"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248780"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248901"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248821"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248888"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249225"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000249019"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248746"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248839"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248996"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248877"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248777"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249386"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248720"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249157"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249375"|"RCB_STE_COM000000000015"|||"C**"
"RCB_TIE000000249231"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000117624"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249013"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248783"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248758"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138119"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000124918"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248781"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248870"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248799"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248902"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249167"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249029"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249030"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249140"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248774"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249197"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248811"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249014"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248861"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000248946"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249078"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249273"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248872"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138103"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248951"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249047"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249068"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249298"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138123"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248985"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249076"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249237"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000249530"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000249191"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000138105"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000124916"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249117"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248975"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249738"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249067"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138101"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249259"|"RCB_STE_COM000000000015"|||"A**"
"RCB_TIE000000128548"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248879"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249817"|"RCB_STE_COM000000000015"|||"5**"
"RCB_TIE000000249095"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138104"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249268"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248976"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249592"|"RCB_STE_COM000000000015"|||"F**"
"RCB_TIE000000138140"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249118"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248835"|"RCB_STE_COM000000000015"|||"C**"
"RCB_TIE000000138141"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000138117"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000248969"|"RCB_STE_COM000000000015"|||"2**"
"RCB_TIE000000249022"|"RCB_STE_COM000000000015"|||"2**"
