tiers_id||||||||||||||||||new_code
RCB_TIE000000011283||||||||||||||||||CATQ_D**
RCB_TIE000000011086||||||||||||||||||CATQ_D**
RCB_TIE000000013399||||||||||||||||||CATQ_D**
RCB_TIE000000012293||||||||||||||||||CATQ_D**
RCB_TIE000000011094||||||||||||||||||CATQ_D**
RCB_TIE000000012300||||||||||||||||||CATQ_D**
RCB_TIE000000015014||||||||||||||||||CATQ_D**
RCB_TIE000000012710||||||||||||||||||CATQ_D**
RCB_TIE000000016510||||||||||||||||||CATQ_D**
RCB_TIE000000015027||||||||||||||||||CATQ_D**
RCB_TIE000000015719||||||||||||||||||CATQ_D**
RCB_TIE000000015425||||||||||||||||||CATQ_D**
RCB_TIE000000016125||||||||||||||||||CATQ_D**
RCB_TIE000000015436||||||||||||||||||CATQ_D**
RCB_TIE000000017716||||||||||||||||||CATQ_D**
RCB_TIE000000012340||||||||||||||||||CATQ_D**
RCB_TIE000000014266||||||||||||||||||CATQ_D**
RCB_TIE000000016550||||||||||||||||||CATQ_D**
RCB_TIE000000016551||||||||||||||||||CATQ_D**
RCB_TIE000000016155||||||||||||||||||CATQ_D**
RCB_TIE000000015469||||||||||||||||||CATQ_D**
RCB_TIE000000012372||||||||||||||||||CATQ_D**
RCB_TIE000000014275||||||||||||||||||CATQ_D**
RCB_TIE000000015760||||||||||||||||||CATQ_D**
RCB_TIE000000017354||||||||||||||||||CATQ_D**
RCB_TIE000000013058||||||||||||||||||CATQ_D**
RCB_TIE000000017757||||||||||||||||||CATQ_D**
RCB_TIE000000016175||||||||||||||||||CATQ_D**
RCB_TIE000000014697||||||||||||||||||CATQ_D**
RCB_TIE000000016178||||||||||||||||||CATQ_D**
RCB_TIE000000012790||||||||||||||||||CATQ_D**
RCB_TIE000000015781||||||||||||||||||CATQ_D**
RCB_TIE000000017767||||||||||||||||||CATQ_4**
RCB_TIE000000013075||||||||||||||||||CATQ_9SL
RCB_TIE000000013510||||||||||||||||||CATQ_4**
RCB_TIE000000013078||||||||||||||||||CATQ_D**
RCB_TIE000000015791||||||||||||||||||CATQ_D**
RCB_TIE000000015505||||||||||||||||||CATQ_D**
RCB_TIE000000013912||||||||||||||||||CATQ_D**
RCB_TIE000000013923||||||||||||||||||CATQ_D**
RCB_TIE000000012815||||||||||||||||||CATQ_D**
RCB_TIE000000014328||||||||||||||||||CATQ_D**
RCB_TIE000000016205||||||||||||||||||CATQ_D**
RCB_TIE000000015811||||||||||||||||||CATQ_D**
RCB_TIE000000015813||||||||||||||||||CATQ_D**
RCB_TIE000000012833||||||||||||||||||CATQ_D**
RCB_TIE000000016215||||||||||||||||||CATQ_D**
RCB_TIE000000017801||||||||||||||||||CATQ_D**
RCB_TIE000000015820||||||||||||||||||CATQ_D**
RCB_TIE000000015156||||||||||||||||||CATQ_D**
RCB_TIE000000017017||||||||||||||||||CATQ_D**
RCB_TIE000000012453||||||||||||||||||CATQ_D**
RCB_TIE000000014371||||||||||||||||||CATQ_D**
RCB_TIE000000014377||||||||||||||||||CATQ_D**
RCB_TIE000000015845||||||||||||||||||CATQ_D**
RCB_TIE000000015185||||||||||||||||||CATQ_D**
RCB_TIE000000014786||||||||||||||||||CATQ_D**
RCB_TIE000000015189||||||||||||||||||CATQ_D**
RCB_TIE000000013598||||||||||||||||||CATQ_D**
RCB_TIE000000015586||||||||||||||||||CATQ_D**
RCB_TIE000000017447||||||||||||||||||CATQ_D**
RCB_TIE000000013155||||||||||||||||||CATQ_D**
RCB_TIE000000016279||||||||||||||||||CATQ_D**
RCB_TIE000000017467||||||||||||||||||CATQ_D**
RCB_TIE000000017468||||||||||||||||||CATQ_D**
RCB_TIE000000018303||||||||||||||||||CATQ_D**
RCB_TIE000000015884||||||||||||||||||CATQ_D**
RCB_TIE000000017883||||||||||||||||||CATQ_D**
RCB_TIE000000014423||||||||||||||||||CATQ_D**
RCB_TIE000000018311||||||||||||||||||CATQ_D**
RCB_TIE000000017887||||||||||||||||||CATQ_D**
RCB_TIE000000017085||||||||||||||||||CATQ_D**
RCB_TIE000000014838||||||||||||||||||CATQ_D**
RCB_TIE000000014445||||||||||||||||||CATQ_D**
RCB_TIE000000018139||||||||||||||||||CATQ_D**
RCB_TIE000000014453||||||||||||||||||CATQ_D**
RCB_TIE000000014852||||||||||||||||||CATQ_D**
RCB_TIE000000013656||||||||||||||||||CATQ_D**
RCB_TIE000000017906||||||||||||||||||CATQ_D**
RCB_TIE000000015257||||||||||||||||||CATQ_D**
RCB_TIE000000015914||||||||||||||||||CATQ_D**
RCB_TIE000000013661||||||||||||||||||CATQ_D**
RCB_TIE000000018163||||||||||||||||||CATQ_D**
RCB_TIE000000014470||||||||||||||||||CATQ_D**
RCB_TIE000000017511||||||||||||||||||CATQ_D**
RCB_TIE000000015666||||||||||||||||||CATQ_D**
RCB_TIE000000014077||||||||||||||||||CATQ_4**
RCB_TIE000000018171||||||||||||||||||CATQ_D**
RCB_TIE000000013679||||||||||||||||||CATQ_D**
RCB_TIE000000018172||||||||||||||||||CATQ_D**
RCB_TIE000000014884||||||||||||||||||CATQ_D**
RCB_TIE000000016736||||||||||||||||||CATQ_D**
RCB_TIE000000018375||||||||||||||||||CATQ_D**
RCB_TIE000000015938||||||||||||||||||CATQ_D**
RCB_TIE000000018183||||||||||||||||||CATQ_D**
RCB_TIE000000018191||||||||||||||||||CATQ_D**
RCB_TIE000000014100||||||||||||||||||CATQ_D**
RCB_TIE000000015693||||||||||||||||||CATQ_D**
RCB_TIE000000019301||||||||||||||||||CATQ_D**
RCB_TIE000000015952||||||||||||||||||CATQ_D**
RCB_TIE000000017950||||||||||||||||||CATQ_D**
RCB_TIE000000016754||||||||||||||||||CATQ_D**
RCB_TIE000000018507||||||||||||||||||CATQ_D**
RCB_TIE000000019307||||||||||||||||||CATQ_D**
RCB_TIE000000018714||||||||||||||||||CATQ_D**
RCB_TIE000000018208||||||||||||||||||CATQ_D**
RCB_TIE000000017160||||||||||||||||||CATQ_9SL
RCB_TIE000000015971||||||||||||||||||CATQ_D**
RCB_TIE000000019127||||||||||||||||||CATQ_D**
RCB_TIE000000015982||||||||||||||||||CATQ_D**
RCB_TIE000000018936||||||||||||||||||CATQ_D**
RCB_TIE000000018940||||||||||||||||||CATQ_D**
RCB_TIE000000013276||||||||||||||||||CATQ_D**
RCB_TIE000000018942||||||||||||||||||CATQ_D**
RCB_TIE000000017575||||||||||||||||||CATQ_D**
RCB_TIE000000015991||||||||||||||||||CATQ_D**
RCB_TIE000000018239||||||||||||||||||CATQ_D**
RCB_TIE000000019149||||||||||||||||||CATQ_D**
RCB_TIE000000019158||||||||||||||||||CATQ_D**
RCB_TIE000000018563||||||||||||||||||CATQ_D**
RCB_TIE000000017590||||||||||||||||||CATQ_D**
RCB_TIE000000018000||||||||||||||||||CATQ_9SL
RCB_TIE000000016012||||||||||||||||||CATQ_D**
RCB_TIE000000018979||||||||||||||||||CATQ_D**
RCB_TIE000000019769||||||||||||||||||CATQ_D**
RCB_TIE000000016815||||||||||||||||||CATQ_D**
RCB_TIE000000018783||||||||||||||||||CATQ_D**
RCB_TIE000000017218||||||||||||||||||CATQ_D**
RCB_TIE000000017220||||||||||||||||||CATQ_9SL
RCB_TIE000000018479||||||||||||||||||CATQ_D**
RCB_TIE000000018286||||||||||||||||||CATQ_D**
RCB_TIE000000018804||||||||||||||||||CATQ_D**
RCB_TIE000000016842||||||||||||||||||CATQ_D**
RCB_TIE000000017631||||||||||||||||||CATQ_D**
RCB_TIE000000019215||||||||||||||||||CATQ_D**
RCB_TIE000000016451||||||||||||||||||CATQ_D**
RCB_TIE000000019538||||||||||||||||||CATQ_D**
RCB_TIE000000018627||||||||||||||||||CATQ_D**
RCB_TIE000000018631||||||||||||||||||CATQ_D**
RCB_TIE000000019817||||||||||||||||||CATQ_D**
RCB_TIE000000019551||||||||||||||||||CATQ_D**
RCB_TIE000000016469||||||||||||||||||CATQ_D**
RCB_TIE000000016869||||||||||||||||||CATQ_D**
RCB_TIE000000019828||||||||||||||||||CATQ_D**
RCB_TIE000000018842||||||||||||||||||CATQ_D**
RCB_TIE000000019446||||||||||||||||||CATQ_D**
RCB_TIE000000018652||||||||||||||||||CATQ_D**
RCB_TIE000000021536||||||||||||||||||CATQ_D**
RCB_TIE000000018851||||||||||||||||||CATQ_D**
RCB_TIE000000018656||||||||||||||||||CATQ_D**
RCB_TIE000000019570||||||||||||||||||CATQ_D**
RCB_TIE000000017281||||||||||||||||||CATQ_D**
